3681	3703
3681	3687
3681	3840
3682	3704
3682	3686
3682	3843
3683	3810
3683	3688
3683	3698
3684	3697
3684	3813
3684	3685
3685	3814
3685	3756
3686	3706
3686	3844
3686	3750
3687	3705
3687	3839
3687	3747
3688	3741
3688	3809
3689	3783
3689	3690
3689	3701
3689	3790
3690	3784
3690	3789
3690	3743
3691	3692
3691	3779
3691	3794
3691	3754
3692	3780
3692	3793
3692	3702
3693	3699
3693	3800
3693	3694
3693	3790
3694	3799
3694	3742
3694	3789
3695	3804
3695	3696
3695	3755
3695	3794
3696	3803
3696	3700
3696	3793
3697	3698
3697	3812
3698	3811
3699	3801
3699	3700
3699	3791
3700	3802
3700	3792
3701	3782
3701	3791
3701	3702
3702	3792
3702	3781
3703	3705
3703	3704
3703	3841
3704	3706
3704	3842
3705	3706
3705	3748
3706	3749
3707	3807
3707	3741
3707	3891
3708	3742
3708	3797
3708	3787
3708	3892
3709	3743
3709	3787
3709	3786
3709	3893
3710	3711
3710	3747
3710	3837
3710	3897
3711	3748
3711	3712
3711	3898
3712	3749
3712	3713
3712	3899
3713	3750
3713	3846
3713	3900
3714	3754
3714	3777
3714	3796
3714	3904
3715	3806
3715	3755
3715	3796
3715	3905
3716	3756
3716	3816
3716	3906
3717	3827
3717	3751
3717	3846
3717	3901
3718	3751
3718	3829
3718	3719
3718	3844
3719	3830
3719	3720
3719	3843
3720	3831
3720	3721
3720	3842
3721	3832
3721	3722
3721	3841
3722	3833
3722	3723
3722	3840
3723	3834
3723	3746
3723	3839
3724	3746
3724	3836
3724	3837
3724	3896
3725	3752
3725	3827
3725	3726
3725	3902
3726	3753
3726	3817
3726	3903
3727	3728
3727	3729
3727	3753
3727	3819
3728	3730
3728	3829
3728	3752
3729	3730
3729	3732
3729	3820
3730	3830
3730	3731
3731	3831
3731	3734
3731	3732
3732	3733
3732	3821
3733	3734
3733	3735
3733	3822
3734	3832
3734	3736
3735	3736
3735	3738
3735	3823
3736	3833
3736	3737
3737	3834
3737	3738
3737	3745
3738	3744
3738	3824
3739	3740
3739	3744
3739	3826
3739	3894
3740	3836
3740	3745
3740	3895
3741	3808
3742	3798
3742	3788
3743	3788
3743	3785
3744	3745
3744	3825
3745	3835
3746	3835
3746	3838
3747	3748
3747	3838
3748	3749
3749	3750
3750	3845
3751	3828
3751	3845
3752	3828
3752	3753
3753	3818
3754	3778
3754	3795
3755	3805
3755	3795
3756	3815
3757	3758
3757	3817
3757	3777
3757	3907
3758	3818
3758	3759
3758	3778
3759	3819
3759	3760
3759	3779
3760	3820
3760	3761
3760	3780
3761	3821
3761	3762
3761	3781
3762	3822
3762	3763
3762	3782
3763	3823
3763	3764
3763	3783
3764	3824
3764	3765
3764	3784
3765	3825
3765	3766
3765	3785
3766	3826
3766	3786
3766	3914
3767	3768
3767	3807
3767	3797
3767	3915
3768	3808
3768	3769
3768	3798
3769	3809
3769	3770
3769	3799
3770	3810
3770	3771
3770	3800
3771	3811
3771	3772
3771	3801
3772	3812
3772	3773
3772	3802
3773	3813
3773	3774
3773	3803
3774	3814
3774	3775
3774	3804
3775	3815
3775	3776
3775	3805
3776	3816
3776	3806
3776	3922
3777	3778
3777	3923
3778	3779
3779	3780
3780	3781
3781	3782
3782	3783
3783	3784
3784	3785
3785	3786
3786	3930
3787	3788
3787	3931
3788	3789
3789	3790
3790	3791
3791	3792
3792	3793
3793	3794
3794	3795
3795	3796
3796	3938
3797	3798
3797	3939
3798	3799
3799	3800
3800	3801
3801	3802
3802	3803
3803	3804
3804	3805
3805	3806
3806	3946
3807	3808
3807	3947
3808	3809
3809	3810
3810	3811
3811	3812
3812	3813
3813	3814
3814	3815
3815	3816
3816	3954
3817	3818
3817	3955
3818	3819
3819	3820
3820	3821
3821	3822
3822	3823
3823	3824
3824	3825
3825	3826
3826	3962
3827	3828
3827	3963
3828	3829
3829	3830
3830	3831
3831	3832
3832	3833
3833	3834
3834	3835
3835	3836
3836	3970
3837	3838
3837	3971
3838	3839
3839	3840
3840	3841
3841	3842
3842	3843
3843	3844
3844	3845
3845	3846
3846	3978
3847	3853
3847	3869
3847	3973
3848	3852
3848	3870
3848	3976
3849	3854
3849	3949
3849	3864
3850	3952
3850	3863
3850	3851
3851	3953
3851	3906
3852	3872
3852	3977
3852	3900
3853	3871
3853	3972
3853	3897
3854	3948
3854	3891
3855	3856
3855	3928
3855	3867
3855	3933
3856	3929
3856	3932
3856	3893
3857	3924
3857	3858
3857	3937
3857	3904
3858	3925
3858	3936
3858	3868
3859	3941
3859	3865
3859	3860
3859	3933
3860	3940
3860	3892
3860	3932
3861	3862
3861	3945
3861	3905
3861	3937
3862	3944
3862	3866
3862	3936
3863	3951
3863	3864
3864	3950
3865	3942
3865	3866
3865	3934
3866	3943
3866	3935
3867	3927
3867	3934
3867	3868
3868	3935
3868	3926
3869	3871
3869	3870
3869	3974
3870	3872
3870	3975
3871	3872
3871	3898
3872	3899
3873	3964
3873	3901
3873	3874
3873	3977
3874	3965
3874	3875
3874	3976
3875	3966
3875	3876
3875	3975
3876	3967
3876	3877
3876	3974
3877	3968
3877	3878
3877	3973
3878	3969
3878	3896
3878	3972
3879	3881
3879	3880
3879	3903
3879	3956
3880	3964
3880	3882
3880	3902
3881	3882
3881	3884
3881	3957
3882	3965
3882	3883
3883	3966
3883	3886
3883	3884
3884	3885
3884	3958
3885	3886
3885	3887
3885	3959
3886	3967
3886	3888
3887	3888
3887	3890
3887	3960
3888	3968
3888	3889
3889	3969
3889	3890
3889	3895
3890	3894
3890	3961
3891	3947
3892	3939
3892	3931
3893	3931
3893	3930
3894	3895
3894	3962
3895	3970
3896	3970
3896	3971
3897	3898
3897	3971
3898	3899
3899	3900
3900	3978
3901	3963
3901	3978
3902	3963
3902	3903
3903	3955
3904	3923
