-0.0676801	-2.68601	1.2582	
-0.0644226	-2.52532	1.22556	
-0.324985	-2.52003	1.22554	
-0.324985	-2.52003	1.22554	
-0.328243	-2.68073	1.25818	
-0.0676801	-2.68601	1.2582	
0.192079	-2.69128	1.25491	
0.195336	-2.53058	1.22226	
-0.0644226	-2.52532	1.22556	
-0.0644226	-2.52532	1.22556	
-0.0676801	-2.68601	1.2582	
0.192079	-2.69128	1.25491	
0.451034	-2.69653	1.2483	
0.454292	-2.53583	1.21565	
0.195336	-2.53058	1.22226	
0.195336	-2.53058	1.22226	
0.192079	-2.69128	1.25491	
0.451034	-2.69653	1.2483	
-0.0708415	-2.84197	1.25962	
-0.0676801	-2.68601	1.2582	
-0.328243	-2.68073	1.25818	
-0.328243	-2.68073	1.25818	
-0.331404	-2.83669	1.2596	
-0.0708415	-2.84197	1.25962	
0.188917	-2.84724	1.25633	
0.192079	-2.69128	1.25491	
-0.0676801	-2.68601	1.2582	
-0.0676801	-2.68601	1.2582	
-0.0708415	-2.84197	1.25962	
0.188917	-2.84724	1.25633	
0.447872	-2.85249	1.24972	
0.451034	-2.69653	1.2483	
0.192079	-2.69128	1.25491	
0.192079	-2.69128	1.25491	
0.188917	-2.84724	1.25633	
0.447872	-2.85249	1.24972	
-0.0739068	-2.99318	1.22982	
-0.0708415	-2.84197	1.25962	
-0.331404	-2.83669	1.2596	
-0.331404	-2.83669	1.2596	
-0.33447	-2.9879	1.2298	
-0.0739068	-2.99318	1.22982	
0.185852	-2.99845	1.22652	
0.188917	-2.84724	1.25633	
-0.0708415	-2.84197	1.25962	
-0.0708415	-2.84197	1.25962	
-0.0739068	-2.99318	1.22982	
0.185852	-2.99845	1.22652	
0.444808	-3.0037	1.21991	
0.447872	-2.85249	1.24972	
0.188917	-2.84724	1.25633	
0.188917	-2.84724	1.25633	
0.185852	-2.99845	1.22652	
0.444808	-3.0037	1.21991	
-0.324985	-2.52003	1.22554	
-0.416009	-2.48264	1.21314	
-0.421348	-2.48488	1.21394	
-0.324985	-2.52003	1.22554	
-0.421348	-2.48488	1.21394	
-0.425382	-2.49127	1.21604	
-0.324985	-2.52003	1.22554	
-0.425382	-2.49127	1.21604	
-0.427029	-2.50009	1.21881	
-0.431234	-2.67327	1.25513	
-0.328243	-2.68073	1.25818	
-0.324985	-2.52003	1.22554	
-0.324985	-2.52003	1.22554	
-0.427029	-2.50009	1.21881	
-0.431234	-2.67327	1.25513	
-0.434665	-2.84252	1.2566	
-0.331404	-2.83669	1.2596	
-0.328243	-2.68073	1.25818	
-0.328243	-2.68073	1.25818	
-0.431234	-2.67327	1.25513	
-0.434665	-2.84252	1.2566	
-0.437322	-3.00784	1.22323	
-0.33447	-2.9879	1.2298	
-0.331404	-2.83669	1.2596	
-0.331404	-2.83669	1.2596	
-0.434665	-2.84252	1.2566	
-0.437322	-3.00784	1.22323	
-0.33447	-2.9879	1.2298	
-0.437322	-3.00784	1.22323	
-0.436022	-3.01613	1.22061	
-0.33447	-2.9879	1.2298	
-0.436022	-3.01613	1.22061	
-0.432241	-3.02225	1.21862	
-0.33447	-2.9879	1.2298	
-0.432241	-3.02225	1.21862	
-0.426995	-3.02456	1.21786	
-0.104956	-3.03109	1.21585	
-0.0739068	-2.99318	1.22982	
-0.33447	-2.9879	1.2298	
-0.33447	-2.9879	1.2298	
-0.426995	-3.02456	1.21786	
-0.104956	-3.03109	1.21585	
0.215993	-3.0376	1.21296	
0.185852	-2.99845	1.22652	
-0.0739068	-2.99318	1.22982	
-0.0739068	-2.99318	1.22982	
-0.104956	-3.03109	1.21585	
0.215993	-3.0376	1.21296	
0.535854	-3.04408	1.20919	
0.444808	-3.0037	1.21991	
0.185852	-2.99845	1.22652	
0.185852	-2.99845	1.22652	
0.215993	-3.0376	1.21296	
0.535854	-3.04408	1.20919	
0.444808	-3.0037	1.21991	
0.535854	-3.04408	1.20919	
0.541135	-3.04198	1.20984	
0.444808	-3.0037	1.21991	
0.541135	-3.04198	1.20984	
0.545122	-3.03602	1.21172	
0.444808	-3.0037	1.21991	
0.545122	-3.03602	1.21172	
